"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Azerbaijan","2001","Total","April","Data tabulated by year of registration","Final figure, complete","2002","9357","3"
"Azerbaijan","2001","Total","May","Data tabulated by year of registration","Final figure, complete","2002","8524","3"
"Azerbaijan","2001","Total","June","Data tabulated by year of registration","Final figure, complete","2002","8002","3"
"Azerbaijan","2001","Total","July","Data tabulated by year of registration","Final figure, complete","2002","7751","3"
"Azerbaijan","2001","Total","August","Data tabulated by year of registration","Final figure, complete","2002","7709","3"
"Azerbaijan","2001","Total","September","Data tabulated by year of registration","Final figure, complete","2002","7807","3"
"Azerbaijan","2001","Total","October","Data tabulated by year of registration","Final figure, complete","2002","8400","3"
"Azerbaijan","2001","Total","November","Data tabulated by year of registration","Final figure, complete","2002","9004","3"
"Azerbaijan","2001","Total","December","Data tabulated by year of registration","Final figure, complete","2002","12174","3"
"Azerbaijan","2000","Total","Total","Data tabulated by year of registration","Final figure, complete","2001","116994","3"
"Azerbaijan","2000","Total","January","Data tabulated by year of registration","Final figure, complete","2001","10838","3"
"Azerbaijan","2000","Total","February","Data tabulated by year of registration","Final figure, complete","2001","13171","3"
"Azerbaijan","2000","Total","March","Data tabulated by year of registration","Final figure, complete","2001","10221","3"
"Azerbaijan","2000","Total","April","Data tabulated by year of registration","Final figure, complete","2001","9157","3"
"Azerbaijan","2000","Total","May","Data tabulated by year of registration","Final figure, complete","2001","8636","3"
"Azerbaijan","2000","Total","June","Data tabulated by year of registration","Final figure, complete","2001","8239","3"
"Azerbaijan","2000","Total","July","Data tabulated by year of registration","Final figure, complete","2001","8011","3"
"Azerbaijan","2000","Total","August","Data tabulated by year of registration","Final figure, complete","2001","8456","3"
"Azerbaijan","2000","Total","September","Data tabulated by year of registration","Final figure, complete","2001","8954","3"
"Azerbaijan","2000","Total","October","Data tabulated by year of registration","Final figure, complete","2001","9598","3"
"Azerbaijan","2000","Total","November","Data tabulated by year of registration","Final figure, complete","2001","9851","3"
"Azerbaijan","2000","Total","December","Data tabulated by year of registration","Final figure, complete","2001","11862","3"
"Azerbaijan","1999","Total","Total","Data tabulated by year of registration","Final figure, complete","2000","117539",""
"Azerbaijan","1999","Total","January","Data tabulated by year of registration","Final figure, complete","2000","8948",""
"Azerbaijan","1999","Total","February","Data tabulated by year of registration","Final figure, complete","2000","11721",""
"Azerbaijan","1999","Total","March","Data tabulated by year of registration","Final figure, complete","2000","11340",""
"Azerbaijan","1999","Total","April","Data tabulated by year of registration","Final figure, complete","2000","9863",""
"Azerbaijan","1999","Total","May","Data tabulated by year of registration","Final figure, complete","2000","9390",""
"Azerbaijan","1999","Total","June","Data tabulated by year of registration","Final figure, complete","2000","8574",""
"Azerbaijan","1999","Total","July","Data tabulated by year of registration","Final figure, complete","2000","8074",""
"Azerbaijan","1999","Total","August","Data tabulated by year of registration","Final figure, complete","2000","10028",""
"Azerbaijan","1999","Total","September","Data tabulated by year of registration","Final figure, complete","2000","9248",""
"Azerbaijan","1999","Total","October","Data tabulated by year of registration","Final figure, complete","2000","8786",""
"Azerbaijan","1999","Total","November","Data tabulated by year of registration","Final figure, complete","2000","9603",""
"Azerbaijan","1999","Total","December","Data tabulated by year of registration","Final figure, complete","2000","11964",""
"Azerbaijan","1998","Total","Total","Data tabulated by year of registration","Final figure, complete","1999","123996",""
"Azerbaijan","1998","Total","January","Data tabulated by year of registration","Final figure, complete","1999","12911",""
"Azerbaijan","1998","Total","February","Data tabulated by year of registration","Final figure, complete","1999","10212",""
"Azerbaijan","1998","Total","March","Data tabulated by year of registration","Final figure, complete","1999","10304",""
"Azerbaijan","1998","Total","April","Data tabulated by year of registration","Final figure, complete","1999","8963",""
"Azerbaijan","1998","Total","May","Data tabulated by year of registration","Final figure, complete","1999","9499",""
"Azerbaijan","1998","Total","June","Data tabulated by year of registration","Final figure, complete","1999","9964",""
"Azerbaijan","1998","Total","July","Data tabulated by year of registration","Final figure, complete","1999","11096",""
"Azerbaijan","1998","Total","August","Data tabulated by year of registration","Final figure, complete","1999","11960",""
"Azerbaijan","1998","Total","September","Data tabulated by year of registration","Final figure, complete","1999","10625",""
"Azerbaijan","1998","Total","October","Data tabulated by year of registration","Final figure, complete","1999","9887",""
"Azerbaijan","1998","Total","November","Data tabulated by year of registration","Final figure, complete","1999","8816",""
"Azerbaijan","1998","Total","December","Data tabulated by year of registration","Final figure, complete","1999","9759",""
"Azerbaijan","1997","Total","Total","Data tabulated by year of registration","Final figure, complete","1998","132052",""
"Azerbaijan","1997","Total","January","Data tabulated by year of registration","Final figure, complete","1998","10278",""
"Azerbaijan","1997","Total","February","Data tabulated by year of registration","Final figure, complete","1998","14594",""
"Azerbaijan","1997","Total","March","Data tabulated by year of registration","Final figure, complete","1998","16938",""
"Azerbaijan","1997","Total","April","Data tabulated by year of registration","Final figure, complete","1998","10760",""
"Azerbaijan","1997","Total","May","Data tabulated by year of registration","Final figure, complete","1998","9229",""
"Azerbaijan","1997","Total","June","Data tabulated by year of registration","Final figure, complete","1998","8262",""
"Azerbaijan","1997","Total","July","Data tabulated by year of registration","Final figure, complete","1998","9659",""
"Azerbaijan","1997","Total","August","Data tabulated by year of registration","Final figure, complete","1998","11054",""
"Azerbaijan","1997","Total","September","Data tabulated by year of registration","Final figure, complete","1998","10308",""
"Azerbaijan","1997","Total","October","Data tabulated by year of registration","Final figure, complete","1998","10475",""
"Azerbaijan","1997","Total","November","Data tabulated by year of registration","Final figure, complete","1998","9473",""
"Azerbaijan","1997","Total","December","Data tabulated by year of registration","Final figure, complete","1998","11022",""
"Azerbaijan","1996","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","129247",""
"Azerbaijan","1996","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","12671",""
"Azerbaijan","1996","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","11420",""
"Azerbaijan","1996","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","10078",""
"Azerbaijan","1996","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","11754",""
"Azerbaijan","1996","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","9899",""
"Azerbaijan","1996","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","10690",""
"Azerbaijan","1996","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","10001",""
"Azerbaijan","1996","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","10716",""
"Azerbaijan","1996","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","9564",""
"Azerbaijan","1996","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","10169",""
"Azerbaijan","1996","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","9886",""
"Azerbaijan","1996","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","12399",""
"Azerbaijan","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","143315",""
"Azerbaijan","1995","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","12100",""
"Azerbaijan","1995","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","14373",""
"Azerbaijan","1995","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","12816",""
"Azerbaijan","1995","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","12384",""
"Azerbaijan","1995","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","12250",""
"Azerbaijan","1995","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","12215",""
"Azerbaijan","1995","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","11234",""
"Azerbaijan","1995","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","11988",""
"Azerbaijan","1995","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","10711",""
"Azerbaijan","1995","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","10629",""
"Azerbaijan","1995","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","11115",""
"Azerbaijan","1995","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","11500",""
"Azerbaijan","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","159761",""
"Azerbaijan","1994","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","12982",""
"Azerbaijan","1994","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","12574",""
"Azerbaijan","1994","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","14189",""
"Azerbaijan","1994","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","14646",""
"Azerbaijan","1994","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","12637",""
"Azerbaijan","1994","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","12286",""
"Azerbaijan","1994","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","13827",""
"Azerbaijan","1994","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","14103",""
"Azerbaijan","1994","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","12723",""
"Azerbaijan","1994","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","12804",""
"Azerbaijan","1994","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","13090",""
"Azerbaijan","1994","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","13900",""
"Azerbaijan","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","174618",""
"Azerbaijan","1993","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","16487",""
"Azerbaijan","1993","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","14849",""
"Azerbaijan","1993","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","15897",""
"Azerbaijan","1993","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","15576",""
"Azerbaijan","1993","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","13578",""
"Azerbaijan","1993","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","13170",""
"Azerbaijan","1993","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","13954",""
"Azerbaijan","1993","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","14329",""
"Azerbaijan","1993","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","14395",""
"Azerbaijan","1993","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","14035",""
"Azerbaijan","1993","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","12442",""
"Azerbaijan","1993","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","15906",""
"Azerbaijan","1992","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1997","181364",""
"Azerbaijan","1992","Total","January","Data tabulated by year of occurrence","Final figure, complete","1997","15322",""
"Azerbaijan","1992","Total","February","Data tabulated by year of occurrence","Final figure, complete","1997","16172",""
"Azerbaijan","1992","Total","March","Data tabulated by year of occurrence","Final figure, complete","1997","15689",""
"Azerbaijan","1992","Total","April","Data tabulated by year of occurrence","Final figure, complete","1997","14874",""
"Azerbaijan","1992","Total","May","Data tabulated by year of occurrence","Final figure, complete","1997","13409",""
"Azerbaijan","1992","Total","June","Data tabulated by year of occurrence","Final figure, complete","1997","13297",""
"Azerbaijan","1992","Total","July","Data tabulated by year of occurrence","Final figure, complete","1997","16136",""
"Azerbaijan","1992","Total","August","Data tabulated by year of occurrence","Final figure, complete","1997","15906",""
"Azerbaijan","1992","Total","September","Data tabulated by year of occurrence","Final figure, complete","1997","17077",""
"Azerbaijan","1992","Total","October","Data tabulated by year of occurrence","Final figure, complete","1997","14977",""
"Azerbaijan","1992","Total","November","Data tabulated by year of occurrence","Final figure, complete","1997","13319",""
"Azerbaijan","1992","Total","December","Data tabulated by year of occurrence","Final figure, complete","1997","15186",""
"Bahrain","2002","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","13576",""
"Bahrain","2002","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","957",""
"Bahrain","2002","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","931",""
"Bahrain","2002","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","1008",""
"Bahrain","2002","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","1168",""
"Bahrain","2002","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","1165",""
"Bahrain","2002","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","993",""
"Bahrain","2002","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","1056",""
"Bahrain","2002","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","1295",""
"Bahrain","2002","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","1213",""
"Bahrain","2002","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","1213",""
"Bahrain","2002","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","1138",""
"Bahrain","2002","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","1439",""
"Bahrain","2001","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","13468",""
"Bahrain","2001","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","1283",""
"Bahrain","2001","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","1231",""
"Bahrain","2001","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","927",""
"Bahrain","2001","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","1070",""
"Bahrain","2001","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","950",""
"Bahrain","2001","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","1230",""
"Bahrain","2001","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","1232",""
"Bahrain","2001","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","1078",""
"Bahrain","2001","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","1163",""
"Bahrain","2001","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","1189",""
"Bahrain","2001","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","1123",""
"Bahrain","2001","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","992",""
"Bahrain","2000","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","13947",""
"Bahrain","2000","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","829",""
"Bahrain","2000","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","989",""
"Bahrain","2000","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","1269",""
"Bahrain","2000","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","1152",""
"Bahrain","2000","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","1230",""
"Bahrain","2000","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","952",""
"Bahrain","2000","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","1225",""
"Bahrain","2000","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","1257",""
"Bahrain","2000","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","1010",""
"Bahrain","2000","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","1449",""
"Bahrain","2000","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","1069",""
"Bahrain","2000","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","1516",""
"Bahrain","1999","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","14280",""
"Bahrain","1999","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","958",""
"Bahrain","1999","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","1409",""
"Bahrain","1999","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","1029",""
"Bahrain","1999","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","1031",""
"Bahrain","1999","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","1154",""
"Bahrain","1999","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","969",""
"Bahrain","1999","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","1186",""
"Bahrain","1999","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","1378",""
"Bahrain","1999","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","1188",""
"Bahrain","1999","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","1169",""
"Bahrain","1999","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","1364",""
"Bahrain","1999","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","1445",""
"Bahrain","1998","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","13381",""
"Bahrain","1998","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","1054",""
"Bahrain","1998","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","1147",""
"Bahrain","1998","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","1170",""
"Bahrain","1998","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","850",""
"Bahrain","1998","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","1070",""
"Bahrain","1998","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","1163",""
"Bahrain","1998","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","1131",""
"Bahrain","1998","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","1173",""
"Bahrain","1998","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","1067",""
"Bahrain","1998","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","1311",""
"Bahrain","1998","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","1162",""
"Bahrain","1998","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","1083",""
"Bahrain","1997","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","13382",""
"Bahrain","1997","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","1079",""
"Bahrain","1997","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","993",""
"Bahrain","1997","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","1117",""
"Bahrain","1997","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","961",""
"Bahrain","1997","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","963",""
"Bahrain","1997","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","1055",""
"Bahrain","1997","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","1127",""
"Bahrain","1997","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","1215",""
"Bahrain","1997","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","1235",""
"Bahrain","1997","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","1024",""
"Bahrain","1997","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","1336",""
"Bahrain","1997","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","1277",""
"Bahrain","1996","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","13123",""
"Bahrain","1996","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","1153",""
"Bahrain","1996","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","915",""
"Bahrain","1996","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","1261",""
"Bahrain","1996","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","749",""
"Bahrain","1996","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","954",""
"Bahrain","1996","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","1185",""
"Bahrain","1996","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","1112",""
"Bahrain","1996","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","1151",""
"Bahrain","1996","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","1098",""
"Bahrain","1996","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","1189",""
"Bahrain","1996","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","1127",""
"Bahrain","1996","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","1229",""
"Bahrain","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1996","13481",""
"Bahrain","1995","Total","January","Data tabulated by year of occurrence","Final figure, complete","1996","1401",""
"Bahrain","1995","Total","February","Data tabulated by year of occurrence","Final figure, complete","1996","1027",""
"Bahrain","1995","Total","March","Data tabulated by year of occurrence","Final figure, complete","1996","992",""
"Bahrain","1995","Total","April","Data tabulated by year of occurrence","Final figure, complete","1996","1019",""
"Bahrain","1995","Total","May","Data tabulated by year of occurrence","Final figure, complete","1996","1011",""
"Bahrain","1995","Total","June","Data tabulated by year of occurrence","Final figure, complete","1996","1072",""
"Bahrain","1995","Total","July","Data tabulated by year of occurrence","Final figure, complete","1996","1154",""
"Bahrain","1995","Total","August","Data tabulated by year of occurrence","Final figure, complete","1996","1175",""
"Bahrain","1995","Total","September","Data tabulated by year of occurrence","Final figure, complete","1996","1069",""
"Bahrain","1995","Total","October","Data tabulated by year of occurrence","Final figure, complete","1996","1192",""
"Bahrain","1995","Total","November","Data tabulated by year of occurrence","Final figure, complete","1996","1100",""
"Bahrain","1995","Total","December","Data tabulated by year of occurrence","Final figure, complete","1996","1269",""
"Bahrain","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","13766",""
"Bahrain","1994","Total","January","Data tabulated by year of occurrence","Final figure, complete","1995","1286",""
"Bahrain","1994","Total","February","Data tabulated by year of occurrence","Final figure, complete","1995","1003",""
"Bahrain","1994","Total","March","Data tabulated by year of occurrence","Final figure, complete","1995","1122",""
"Bahrain","1994","Total","April","Data tabulated by year of occurrence","Final figure, complete","1995","1068",""
"Bahrain","1994","Total","May","Data tabulated by year of occurrence","Final figure, complete","1995","919",""
"Bahrain","1994","Total","June","Data tabulated by year of occurrence","Final figure, complete","1995","1100",""
"Bahrain","1994","Total","July","Data tabulated by year of occurrence","Final figure, complete","1995","1261",""
"Bahrain","1994","Total","August","Data tabulated by year of occurrence","Final figure, complete","1995","919",""
"Bahrain","1994","Total","September","Data tabulated by year of occurrence","Final figure, complete","1995","1482",""
"Bahrain","1994","Total","October","Data tabulated by year of occurrence","Final figure, complete","1995","1163",""
"Bahrain","1994","Total","November","Data tabulated by year of occurrence","Final figure, complete","1995","1385",""
"Bahrain","1994","Total","December","Data tabulated by year of occurrence","Final figure, complete","1995","1058",""
"Bahrain","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1994","14191",""
"Bahrain","1993","Total","January","Data tabulated by year of occurrence","Final figure, complete","1994","1252",""
"Bahrain","1993","Total","February","Data tabulated by year of occurrence","Final figure, complete","1994","1109",""
"Bahrain","1993","Total","March","Data tabulated by year of occurrence","Final figure, complete","1994","1131",""
"Bahrain","1993","Total","April","Data tabulated by year of occurrence","Final figure, complete","1994","1159",""
"Bahrain","1993","Total","May","Data tabulated by year of occurrence","Final figure, complete","1994","1102",""
"Bahrain","1993","Total","June","Data tabulated by year of occurrence","Final figure, complete","1994","1054",""
"Bahrain","1993","Total","July","Data tabulated by year of occurrence","Final figure, complete","1994","1193",""
"Bahrain","1993","Total","August","Data tabulated by year of occurrence","Final figure, complete","1994","1239",""
"Bahrain","1993","Total","September","Data tabulated by year of occurrence","Final figure, complete","1994","1312",""
"Bahrain","1993","Total","October","Data tabulated by year of occurrence","Final figure, complete","1994","1231",""
"Bahrain","1993","Total","November","Data tabulated by year of occurrence","Final figure, complete","1994","1208",""
"Bahrain","1993","Total","December","Data tabulated by year of occurrence","Final figure, complete","1994","1201",""
"Bahrain","1992","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1994","13874",""
"Bahrain","1992","Total","January","Data tabulated by year of occurrence","Final figure, complete","1994","843",""
"Bahrain","1992","Total","February","Data tabulated by year of occurrence","Final figure, complete","1994","1200",""
"Bahrain","1992","Total","March","Data tabulated by year of occurrence","Final figure, complete","1994","1317",""
"Bahrain","1992","Total","April","Data tabulated by year of occurrence","Final figure, complete","1994","1013",""
"Bahrain","1992","Total","May","Data tabulated by year of occurrence","Final figure, complete","1994","1198",""
"Bahrain","1992","Total","June","Data tabulated by year of occurrence","Final figure, complete","1994","1053",""
"Bahrain","1992","Total","July","Data tabulated by year of occurrence","Final figure, complete","1994","1158",""
"Bahrain","1992","Total","August","Data tabulated by year of occurrence","Final figure, complete","1994","1269",""
"Bahrain","1992","Total","September","Data tabulated by year of occurrence","Final figure, complete","1994","1302",""
"Bahrain","1992","Total","October","Data tabulated by year of occurrence","Final figure, complete","1994","1148",""
"Bahrain","1992","Total","November","Data tabulated by year of occurrence","Final figure, complete","1994","1238",""
"Bahrain","1992","Total","December","Data tabulated by year of occurrence","Final figure, complete","1994","1135",""
"Bahrain","1991","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1994","13229",""
"Bahrain","1991","Total","January","Data tabulated by year of occurrence","Final figure, complete","1994","1346",""
"Bahrain","1991","Total","February","Data tabulated by year of occurrence","Final figure, complete","1994","1109",""
"Bahrain","1991","Total","March","Data tabulated by year of occurrence","Final figure, complete","1994","1017",""
"Bahrain","1991","Total","April","Data tabulated by year of occurrence","Final figure, complete","1994","968",""
"Bahrain","1991","Total","May","Data tabulated by year of occurrence","Final figure, complete","1994","1099",""
"Bahrain","1991","Total","June","Data tabulated by year of occurrence","Final figure, complete","1994","845",""
"Bahrain","1991","Total","July","Data tabulated by year of occurrence","Final figure, complete","1994","1263",""
"Bahrain","1991","Total","August","Data tabulated by year of occurrence","Final figure, complete","1994","1076",""
"Bahrain","1991","Total","September","Data tabulated by year of occurrence","Final figure, complete","1994","1105",""
"Bahrain","1991","Total","October","Data tabulated by year of occurrence","Final figure, complete","1994","1129",""
"Bahrain","1991","Total","November","Data tabulated by year of occurrence","Final figure, complete","1994","1006",""
"Bahrain","1991","Total","December","Data tabulated by year of occurrence","Final figure, complete","1994","1266",""
"Bahrain","1990","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1991","13370",""
"Bahrain","1990","Total","January","Data tabulated by year of occurrence","Final figure, complete","1991","1214",""
"Bahrain","1990","Total","February","Data tabulated by year of occurrence","Final figure, complete","1991","976",""
"Bahrain","1990","Total","March","Data tabulated by year of occurrence","Final figure, complete","1991","996",""
"Bahrain","1990","Total","April","Data tabulated by year of occurrence","Final figure, complete","1991","980",""
"Bahrain","1990","Total","May","Data tabulated by year of occurrence","Final figure, complete","1991","1138",""
"Bahrain","1990","Total","June","Data tabulated by year of occurrence","Final figure, complete","1991","982",""
"Bahrain","1990","Total","July","Data tabulated by year of occurrence","Final figure, complete","1991","970",""
"Bahrain","1990","Total","August","Data tabulated by year of occurrence","Final figure, complete","1991","1354",""
"Bahrain","1990","Total","September","Data tabulated by year of occurrence","Final figure, complete","1991","1262",""
"Bahrain","1990","Total","October","Data tabulated by year of occurrence","Final figure, complete","1991","1116",""
"Bahrain","1990","Total","November","Data tabulated by year of occurrence","Final figure, complete","1991","1177",""
"Bahrain","1990","Total","December","Data tabulated by year of occurrence","Final figure, complete","1991","1205",""
"Bahrain","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","13611",""
"Bahrain","1989","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","1412",""
"Bahrain","1989","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","1092",""
"Bahrain","1989","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","1021",""
"Bahrain","1989","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","1029",""
"Bahrain","1989","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","1090",""
"Bahrain","1989","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","796",""
"Bahrain","1989","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","1168",""
"Bahrain","1989","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","1175",""
"Bahrain","1989","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","1218",""
"Bahrain","1989","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","1131",""
